"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 20 10:11:36 IST 2023","Thu Apr 20 10:12:45 IST 2023","69403","TEST_EXECUTION_Summary 20-04-2023 10.11.32","LDP_Test0001","com.automation.testexecution.Runner_Testcases","com.automation.testexecution.Runner_Testcases","runTestcase","runTestcase",""
